"id","name","top","bottom","dry_hue","dry_value","dry_chroma","moist_hue","moist_value","moist_chroma"
"GAPPMAYER","O1",5,0,NA,NA,NA,NA,NA,NA
"GAPPMAYER","Clca",160,183,NA,NA,NA,"10YR","6","3"
"GAPPMAYER","A21",NA,1554,NA,NA,NA,"10YR","6","3"
"GOLD CREEK","O1",5,0,NA,NA,NA,NA,NA,NA
"GOLDVALE","Oi",10,5,NA,NA,NA,NA,NA,NA
"GORING","All",0,8,"10YR","4","3","10YR","3","3"
"GORING","Bl",18,33,"7.5YR","4","3","7.5YR","3","3"
"GRANATH","Btkl",102,124,"5YR","4","4","5YR","4","4"
"GRENADIER","0i",0,8,NA,NA,NA,NA,NA,NA
"GRENADIER","0e",8,10,NA,NA,NA,NA,NA,NA
"GUILDER","01",3,13,NA,NA,NA,NA,NA,NA
"GUILDER","B2lt",30,56,"2.5YR","4","6","2.5YR","3","6"
"GUILDER","Al",NA,13,NA,NA,NA,"5YR","3","3"
"HAGSTADT","0i",0,3,NA,NA,NA,NA,NA,NA
"HAILMAN","01",3,13,NA,NA,NA,NA,NA,NA
"HARKERS","Al",0,36,"10YR","3","2","10YR","2","2"
"HARKERS","Bl",36,48,"10YR","5","2","10YR","3","2"
"HARKERS","Clca",147,203,"10YR","6","4","7.5YR","5","4"
"HAUGAN","0i",0,1,NA,NA,NA,NA,NA,NA
"HENHOIT","01",8,25,NA,NA,NA,NA,NA,NA
"HENRYSLAKE","Btl",8,25,"10YR","5","2","10YR","3","2"
"HIERRO","0i1",0,3,NA,NA,NA,NA,NA,NA
"HIERRO","0e2",3,5,NA,NA,NA,NA,NA,NA
"HIGHHORN","0i",0,8,NA,NA,NA,NA,NA,NA
"HIVAL","Al",0,13,"7.5YR","4","4","7.5YR","3","4"
"HOOTER","0e",5,0,NA,NA,NA,NA,NA,NA
"HOOTER","0i",8,5,NA,NA,NA,NA,NA,NA
"HOSKIN","Al",0,18,"7.5YR","4","3","7.5YR","3","2"
"HUB","01",0,3,NA,NA,NA,NA,NA,NA
"HUB","02",3,0,NA,NA,NA,NA,NA,NA
"HUCKLE","Bwl",10,20,"10YR","5","4","10YR","3","4"
"HUN","0i",0,4,NA,NA,NA,NA,NA,NA
"HUN","0e",4,5,"10YR","7","1",NA,NA,NA
"HUNTROCK","0i",0,3,NA,NA,NA,NA,NA,NA
"HYANNIS","Oi",5,3,NA,NA,NA,NA,NA,NA
"INDART","0i",0,8,NA,NA,NA,NA,NA,NA
"INDART","0e",8,10,NA,NA,NA,NA,NA,NA
"IRIM","0i",3,0,NA,NA,NA,NA,NA,NA
"JEFFLAKE","0i",3,0,NA,NA,NA,NA,NA,NA
"JENKINS","02",3,0,NA,NA,NA,NA,NA,NA
"JENKINS","01",5,8,NA,NA,NA,NA,NA,NA
"JERU","0i",0,1,NA,NA,NA,NA,NA,NA
"JERU","0e",1,5,"10YR","7","1",NA,NA,NA
"JIMLAKE","0i",0,5,NA,NA,NA,NA,NA,NA
"JUMPSTART","0i",0,3,NA,NA,NA,NA,NA,NA
"KATLON","0",10,15,NA,NA,NA,NA,NA,NA
"KEBLER","02",3,5,NA,NA,NA,NA,NA,NA
"KEBLER","01",5,3,NA,NA,NA,NA,NA,NA
"KEGEL","0e",0,3,NA,NA,NA,NA,NA,NA
"KELLERBUTTE","0e",0,3,NA,NA,NA,NA,NA,NA
"KETCHUM","0e",3,0,NA,NA,NA,NA,NA,NA
"KETCHUM","0i",5,3,NA,NA,NA,NA,NA,NA
"KIEHL","0i",0,3,NA,NA,NA,NA,NA,NA
"KILFOIL","All",NA,3,"10YR","5","3","10YR","3","3"
"KILN","01",3,13,NA,NA,NA,NA,NA,NA
"KINESAVA","All",0,13,NA,NA,NA,"10YR","4","2"
"KINESAVA","Blt",79,99,NA,NA,NA,"7.5YR","4","3"
"KLOOTCH","0i",0,3,NA,NA,NA,NA,NA,NA
"KLOOTCH","0e",3,4,NA,NA,NA,NA,NA,NA
"KOERLING","Bwl",23,56,"10YR","6","3","10YR","4","3"
"LACY","0i",0,3,NA,NA,NA,NA,NA,NA
"LAGALL","0i",0,3,NA,NA,NA,NA,NA,NA
"LAKE JANEE","Al",NA,5,"10YR","4","2","10YR","2","2"
"LANTERN","0i",0,5,NA,NA,NA,NA,NA,NA
"LASSEL","Clca",30,46,"10YR","6","3","10YR","5","3"
"LEADVILLE","0i",0,8,NA,NA,NA,NA,NA,NA
"LEADVILLE","0e",8,10,NA,NA,NA,NA,NA,NA
"LEDGEFORK","Al",0,18,"10YR","3","1","10YR","2","1"
"LEGAULT","0e",0,3,NA,NA,NA,NA,NA,NA
"LIMBER","02",3,0,NA,NA,NA,NA,NA,NA
"LIMBER","01",8,3,NA,NA,NA,NA,NA,NA
"LITTLE POLE","Al",0,13,"10YR","3","2","10YR","2","2"
"LOLOPEAK","0i",0,8,NA,NA,NA,NA,NA,NA
"LOSEE","Cl",43,81,NA,NA,NA,"5YR","6","4"
"LOWERCREEK","02",3,8,NA,NA,NA,NA,NA,NA
"MACFARLANE","0i",0,8,NA,NA,NA,NA,NA,NA
"MACFARLANE","0e",8,10,NA,NA,NA,NA,NA,NA
"MARA","Bw2",25,46,"l0YR","5","3","l0YR","4","3"
"MARA","Bk1",46,76,"l0YR","6","3","l0YR","4","3"
"MARA","Bk2",76,152,"l0YR","6","3","l0YR","5","3"
"MASCARENAS","0i",8,10,NA,NA,NA,NA,NA,NA
"MAUGHAN","A2",20,64,NA,NA,NA,"l0YR","3","2"
"MCCAFFERY","0i",0,3,NA,NA,NA,NA,NA,NA
"MCINTYRE","02",3,5,NA,NA,NA,NA,NA,NA
"MCINTYRE","01",5,3,NA,NA,NA,NA,NA,NA
"MENDENHALL","01",8,25,NA,NA,NA,NA,NA,NA
"MEREDITH","02",3,5,NA,NA,NA,NA,NA,NA
"MEREDITH","01",5,20,NA,NA,NA,NA,NA,NA
"MILLPOCKET","Oi",3,0,NA,NA,NA,NA,NA,NA
"MILLPOT","Clca",36,107,"7.5YR","8","2","7.5YR","6","3"
"MINE","01",3,8,NA,NA,NA,NA,NA,NA
"MOBATE","0i",0,3,NA,NA,NA,NA,NA,NA
"MOHAGGIN","0i",0,5,NA,NA,NA,NA,NA,NA
"MOHAGGIN","0e",5,13,NA,NA,NA,NA,NA,NA
"MONDEY","Blt",23,36,"7.5YR","4","2","7.5YR","3","2"
"MONDEY","Ap",NA,10,"10YR","4","2","10YR","2","2"
"MONTEZ","01",5,18,NA,NA,NA,NA,NA,NA
"MOOSED","Al",0,5,"7.5YR","4","2","7.5YR","3","2"
"MOOSED","Bwl",18,NA,"5YR","4","4","5YR","3","3"
"MOOSED","Bw2",NA,NA,"5YR","4","4","5YR","3","4"
"MOOSED","C",NA,NA,"5YR","5","4","5YR","4","4"
"MOOSED","R",NA,1554,"5YR","5","4",NA,NA,NA
"MORGALA","Al",0,10,"5YR","4","4","5YR","3","2"
"MUD SPRINGS","All",0,15,"10YR","4","2","10YR","2","2"
"MUDBUZ","Oi",3,0,NA,NA,NA,NA,NA,NA
"MUNK","Al",0,20,"10YR","5","2","10YR","3","2"
"MUNK","Clca",58,91,"10YR","8","2","10YR","6","2"
"MYSTEN","02",3,5,NA,NA,NA,NA,NA,NA
"MYSTEN","01",5,3,NA,NA,NA,NA,NA,NA
"NANAMKIN","0i",0,3,NA,NA,NA,NA,NA,NA
"NANITA","0e",0,3,NA,NA,NA,NA,NA,NA
"NEVINE","0i",0,3,NA,NA,NA,NA,NA,NA
"NEVINE","A",3,3,"10YR","6","2","10YR","4","2"
"NEWBELL","0e",0,3,NA,NA,NA,NA,NA,NA
"NOKHU","02",3,0,NA,NA,NA,NA,NA,NA
"NOKHU","01",8,3,NA,NA,NA,NA,NA,NA
"NORCAN","01",3,10,NA,NA,NA,NA,NA,NA
"NORCAN","All",NA,10,"5YR","4","3","5YR","3","3"
"NORDIC","A12",15,38,"lOYR","4","2","lOYR","3","2"
"NORDIC","A21",38,61,"lOYR","6","4","lOYR","4","4"
"NORDIC","A22",61,102,"lOYR","6","4","lOYR","4","5"
"NORDIC","B21t",102,119,"lOYR","6","4","7.5YR","5","6"
"NORDIC","B22t",119,147,"lOYR","6","4","7.5YR","5","6"
"NORDIC","C",147,178,"lOYR","6","4","7.5YR","5","4"
"NORDIC","All",NA,15,NA,NA,NA,"lOYR","3","2"
"NORDICOL","0i",0,3,NA,NA,NA,NA,NA,NA
"NORTHSTAR","Al",5,10,"10YR","5","2","10YR","3","2"
"OBRAST","Cl",25,38,NA,NA,NA,"10YR","5","3"
"OBRAST","C5",142,165,NA,NA,NA,"l0YR","8","2"
"OBRAY","Ap",0,18,"lOYR","4","2","lOYR","3","2"
"OBRAY","to",152,162,"lOYR","7","3","lOYR","6","4"
"OJIBWAY","0e",5,13,NA,NA,NA,NA,NA,NA
"OLATHE","0e",5,10,NA,NA,NA,NA,NA,NA
"OLEO","0i",0,3,NA,NA,NA,NA,NA,NA
"ORAID","0i",0,3,NA,NA,NA,NA,NA,NA
"OSOTE","Al",0,8,NA,NA,NA,"10YR","5","3"
"OSTLER","A1",3,0,NA,NA,NA,NA,NA,NA
"PAICE","All",0,5,"10YR","4","2","10YR","2","2"
"PAICE","Clca",61,79,"10YR","8","3","10YR","6","3"
"PANDO","01",5,30,NA,NA,NA,NA,NA,NA
"PARLIN","IICca",79,152,"1OYR","6","2","lOYR","5","2"
"PARLIN","A1",NA,18,"7.5YR","5","2","7.5YR","3","2"
"PEND OREILLE","0i",0,3,NA,NA,NA,NA,NA,NA
"PEND OREILLE","0e",3,5,NA,NA,NA,NA,NA,NA
"PENITENTE","02",3,25,NA,NA,NA,NA,NA,NA
"PERCETON","A2",0,25,"lOYR","7","4","10YR","5","4"
"PERCETON","02",3,5,NA,NA,NA,NA,NA,NA
"PERCETON","01",5,3,NA,NA,NA,NA,NA,NA
"PERFA","0e",0,3,NA,NA,NA,NA,NA,NA
"PERINOS","C1",117,132,"10YR","5","2","lOYR","4","2"
"PETTY","0i",0,8,NA,NA,NA,NA,NA,NA
"PHILLCHER","0i",0,5,NA,NA,NA,NA,NA,NA
"PICAYUNE","Al",0,15,"10YR","4","2","10YR","3","2"
"PICAYUNE","Clca",74,135,"10YR","7","2","10YR","6","2"
"PIERIAN","C",20,152,"1OYR","6","3",NA,NA,NA
"PIERIAN","A1",NA,20,"1OYR","5","2",NA,NA,NA
"PIKADEN","0i",0,1,NA,NA,NA,NA,NA,NA
"PINKHAM","A2",0,10,"1OYR","6","2","1OYR","5","2"
"PINKHAM","02",3,8,NA,NA,NA,NA,NA,NA
"PINKHAM","01",8,3,NA,NA,NA,NA,NA,NA
"PINKHAM","C",36,152,"1OYR","5","3","1OYR","4","3"
"PLATORO","A1",0,10,"1OYR","6","2","10YR","4","2"
"PLATORO","B3ca",38,46,"1OYR","5","3","1OYR","4","3"
"PLATORO","Clca",46,66,"10YR","5","3","10YR","4","3"
"PLEASANT GROVE","All",0,5,"10YR","3","2","10YR","2","2"
"PLEASANT GROVE","Clca",53,97,"10YR","6","3","10YR","4","3"
"PONIL","02",3,0,NA,NA,NA,NA,NA,NA
"POOSE","Oe",5,0,NA,NA,NA,NA,NA,NA
"POUDRE","B2g",76,152,"1OYR","6","2","1OYR","5","2"
"PRIMEN","IICr",46,NA,NA,NA,NA,"2.5Y","7","2"
"PRIMEN","A1",NA,10,NA,NA,NA,"1OYR","4","2"
"PRITCHETT","All",0,8,NA,NA,NA,"10YR","4","3"
"PTARMIGAN","02",3,5,NA,NA,NA,NA,NA,NA
"PTARMIGAN","01",5,20,NA,NA,NA,NA,NA,NA
"QUIETUS","0e",0,5,NA,NA,NA,NA,NA,NA
"RALEIGH","0e",0,3,NA,NA,NA,NA,NA,NA
"RANDMAN","Alg",0,15,"10YR","5","2","10YR","3","2"
"RANDMAN","Blg",15,25,"10YR","5","2","10YR","3","2"
"RANDMAN","01",NA,0,NA,NA,NA,NA,NA,NA
"RANSECT","A",0,8,"l0YR","6","4","l0YR","4","4"
"RANSECT","Bkl",8,61,"l0YR","5","3","l0YR","3","3"
"RANSECT","Bk3",61,97,"l0YR","6","4","l0YR","5","4"
"RANSECT","2R",97,NA,NA,NA,NA,NA,NA,NA
"RANSECT","Bk2",NA,61,"l0YR","5","3","l0YR","4","3"
"RARICK","02",5,8,NA,NA,NA,NA,NA,NA
"RARICK","01",8,5,NA,NA,NA,NA,NA,NA
"RATON","Al",0,13,"10YR","3","2","10YR","2","2"
"RAWAH","Clca",51,76,"2.5YR","6","4","2.5YR","5","4"
"RAZORBA","0",3,23,NA,NA,NA,NA,NA,NA
"REDCAN","Al",0,5,"2.5YR","5","6","2.5YR","3","6"
"REDCLOUD","C1ca",56,91,"1OYR","7","3","1OYR","5","3"
"REDCLOUD","A1",NA,30,"7.5YR","5","3","7.5YR","3","3"
"REPPART","0i",0,3,NA,NA,NA,NA,NA,NA
"RICH","Al",0,5,"10YR","5","3","10YR","4","3"
"RICHVILLE","All",0,10,"7.5YR","4","3","7.5YR","3","2"
"RICHVILLE","Clca",30,46,"7.5YR","6","4","7.5YR","5","4"
"RICHVILLE","lI4r",99,152,"7.5YR","6","4","7.5YR","4","4"
"RIMTON","0i",5,0,NA,NA,NA,NA,NA,NA
"RIMTON","0",8,5,NA,NA,NA,NA,NA,NA
"RISWOLD","0i",0,4,NA,NA,NA,NA,NA,NA
"ROLO","Oi",5,3,NA,NA,NA,NA,NA,NA
"ROSANE","01",3,20,NA,NA,NA,NA,NA,NA
"ROYGORGE","Oe",3,0,NA,NA,NA,NA,NA,NA
"RUBICK","Oi",5,0,NA,NA,NA,NA,NA,NA
"RULE","02",3,8,NA,NA,NA,NA,NA,NA
"RULE","01",8,3,NA,NA,NA,NA,NA,NA
"RUSBACH","0i",5,36,NA,NA,NA,NA,NA,NA
"RYORP","0e",0,5,NA,NA,NA,NA,NA,NA
"SAMBRITO","02",3,5,NA,NA,NA,NA,NA,NA
"SAMBRITO","01",5,3,NA,NA,NA,NA,NA,NA
"SAN ARCACIO","Al",0,10,"1OYR","6","2","1OYR","4","2"
"SAN ARCACIO","B2t",10,33,"1OYR","5","3","1OYR","4","3"
"SAN ARCACIO","B3ca",33,41,"1OYR","5","3","1OYR","4","3"
"SAN ARCACIO","C1ca",41,66,"1OYR","6","2","10YR","5","2"
"SANDBENCH","Bkl",8,33,NA,NA,NA,"7.5YR","6","4"
"SANDBENCH","A",NA,8,NA,NA,NA,"7.5YR","7","4"
"SANFORD","02",3,5,NA,NA,NA,NA,NA,NA
"SANFORD","01",5,3,NA,NA,NA,NA,NA,NA
"SANFORD","R",76,NA,NA,NA,NA,NA,NA,NA
"SANFORD","A1",NA,5,"10YR","4","3","10YR","3","3"
"SANPITCH","All",0,5,NA,NA,NA,"10YR","5","2"
"SANPITCH","Clca",18,33,NA,NA,NA,"7.5YR","7","2"
"SAPINERO","02",5,0,NA,NA,NA,NA,NA,NA
"SAPINERO","01",10,5,NA,NA,NA,NA,NA,NA
"SARAGOTE","0i",3,20,NA,NA,NA,NA,NA,NA
"SARATON","Clca",25,76,"7.5YR","8","2",NA,NA,NA
"SARATON","A1",NA,13,"7.5YR","5","4","7.5YR","4","4"
"SAWATCH","01",15,20,NA,NA,NA,NA,NA,NA
"SAWATCH","Allg",NA,20,"10YR","4","2","7.5YR","5","6"
"SCAR","Bsl",8,23,"7.5YR","5","6","10YR","4","4"
"SCAR","Cl",NA,53,"N","7","0","5Y","5","1"
"SCAVE","O1",5,0,NA,NA,NA,NA,NA,NA
"SCHOFIELD","02",3,5,NA,NA,NA,NA,NA,NA
"SCHOFIELD","01",5,3,NA,NA,NA,NA,NA,NA
"SCHUSTER","All",0,15,"10YR","4","3","7.5YR","3","2"
"SCOUT","0i",0,5,NA,NA,NA,NA,NA,NA
"SCRABBLERS","0e",0,1,NA,NA,NA,"10YR","3","2"
"SEDWELL","All",0,8,NA,NA,NA,"10YR","3","3"
"SEDWELL","Clca",56,74,NA,NA,NA,"10YR","5","2"
"SEELOVERS","Al",NA,15,"10YR","4","2","10YR","2","2"
"SELWAY","0i",3,8,NA,NA,NA,NA,NA,NA
"SHABOOM","Oi",3,0,NA,NA,NA,NA,NA,NA
"SHARROTT","0i",0,5,NA,NA,NA,NA,NA,NA
"SHEEPCAN","A2",8,23,NA,NA,NA,"lOYR","6","2"
"SHEEPCAN","Cl",23,48,NA,NA,NA,"lOYR","7","2"
"SHEEPCAN","C3",71,109,NA,NA,NA,"lOYR","8","1"
"SHEEPCAN","A1",NA,8,NA,NA,NA,"2.5Y","6","2"
"SHERBURNE","0i",0,1,NA,NA,NA,NA,NA,NA
"SHERBURNE","0e",1,2,NA,NA,NA,NA,NA,NA
"SHERBURNE","E",NA,1554,"10YR","7","2","10YR","5","2"
"SHERLOCK","0a",0,3,NA,NA,NA,NA,NA,NA
"SHERLOCK","Bwl",4,13,"10YR","5","6","7.5YR","3","4"
"SHERLOCK","2Btl",25,74,"2.5Y","7","2","2.5Y","4","4"
"SHOOFLIN","0i",0,5,NA,NA,NA,NA,NA,NA
"SHULE","02",3,0,NA,NA,NA,NA,NA,NA
"SHULE","01",10,3,NA,NA,NA,NA,NA,NA
"SHUMWAY","All",0,8,NA,NA,NA,"10YR","6","2"
"SHUMWAY","Clg",64,91,NA,NA,NA,"2.5Y","7","1"
"SIEBERT","02",3,5,NA,NA,NA,NA,NA,NA
"SIEBERT","01",5,3,NA,NA,NA,NA,NA,NA
"SILVERCHIEF","Oi",8,5,NA,NA,NA,NA,NA,NA
"SLY","0i",0,2,NA,NA,NA,NA,NA,NA
"SLY","0e",2,4,NA,NA,NA,NA,NA,NA
"SMACKOUT","0e",0,3,NA,NA,NA,NA,NA,NA
"SPOKEL","0i",0,3,NA,NA,NA,NA,NA,NA
"SPOKEL","0e",3,5,NA,NA,NA,NA,NA,NA
"SPUD","0",5,0,NA,NA,NA,NA,NA,NA
"ST. ELMO","Clca",25,76,"10YR","7","3",NA,NA,NA
"ST. ELMO","A1",NA,25,"7.5YR","5","2",NA,NA,NA
"ST. MARYS","All",0,23,"7.5YR","4","3","7.5YR","3","2"
"STICES","0i",0,3,NA,NA,NA,NA,NA,NA
"STIEN","0i",0,3,NA,NA,NA,NA,NA,NA
"STIEN","0e",3,5,NA,NA,NA,NA,NA,NA
"STODA","Clca",48,74,"7.5YR","7","4","7.5YR","5","4"
"STRUGGLE","Oe",3,0,NA,NA,NA,NA,NA,NA
"STRUGGLE","Oi",4,3,NA,NA,NA,NA,NA,NA
"STUMPP","Clsa",66,81,"2.5Y","5","1","2.5Y","4","1"
"SULOAF","0i",0,3,NA,NA,NA,NA,NA,NA
"SUNSHINE","A1",NA,28,"7.5YR","3","1","1OYR","2","1"
"SWIFTON","0i",0,3,NA,NA,NA,NA,NA,NA
"SWIMS","Oa",3,0,NA,NA,NA,NA,NA,NA
"TALLS","0i",0,3,NA,NA,NA,NA,NA,NA
"TAMELY","0i",0,3,NA,NA,NA,NA,NA,NA
"TARKIO","0i",0,5,NA,NA,NA,NA,NA,NA
"TECOLOTE","0i",0,3,NA,NA,NA,NA,NA,NA
"TELCHER","0i",0,5,NA,NA,NA,NA,NA,NA
"TELCHER","0e",5,8,NA,NA,NA,NA,NA,NA
"TENAS","0e",0,3,NA,NA,NA,NA,NA,NA
"TEPECREEK","Oi",3,0,NA,NA,NA,NA,NA,NA
"TEX","02",3,5,NA,NA,NA,NA,NA,NA
"TEX","01",5,3,NA,NA,NA,NA,NA,NA
"TINGEY","All",0,10,"10YR","4","3","10YR","3","2"
"TINGEY","Bl",23,36,"10YR","5","3","10YR","3","3"
"TINGEY","Clca",104,135,"10YR","6","4","10YR","4","4"
"TODDLER","Al",0,13,"10YR","8","3","10YR","6","3"
"TODDLER","Cl",13,33,"10YR","8","3","10YR","6","3"
"TONCANA","01",3,10,NA,NA,NA,NA,NA,NA
"TOONE","All",0,18,"10YR","2","2","10YR","2","2"
"TOONE","0l",5,18,NA,NA,NA,NA,NA,NA
"TORCHLIGHT","Clca",10,20,"2.5Y","5","2","2.5Y","4","2"
"TORSIDO","Clg",56,76,"10YR","6","2","10YR","5","2"
"TOSCA","0i",0,5,NA,NA,NA,NA,NA,NA
"TOZE","Al",0,3,NA,NA,NA,"10YR","3","2"
"TROUTVILLE","0i",0,8,NA,NA,NA,NA,NA,NA
"TROUTVILLE","0e",8,10,NA,NA,NA,NA,NA,NA
"TRUEFISSURE","0i",0,3,NA,NA,NA,NA,NA,NA
"TRUEFISSURE","0a",3,8,NA,NA,NA,NA,NA,NA
"TUCKERVILLE","0i",0,8,NA,NA,NA,NA,NA,NA
"TURNERVILLE","0i",0,3,NA,NA,NA,NA,NA,NA
"TURNERVILLE","0e",3,8,NA,NA,NA,NA,NA,NA
"ULA","0i",3,13,NA,NA,NA,NA,NA,NA
"ULRICHER","0i",0,3,NA,NA,NA,NA,NA,NA
"UMATILLA","0i",0,5,NA,NA,NA,NA,NA,NA
"UNSON","Clca",38,61,"10YR","7","2","10YR","5","2"
"UPSATA","0i",0,5,NA,NA,NA,NA,NA,NA
"UPSON","01",3,46,NA,NA,NA,NA,NA,NA
"VASSAR","0i",0,3,NA,NA,NA,NA,NA,NA
"VASSAR","0e",3,5,"10YR","4","1","10YR","2","2"
"VILLA GROVE","Clca",86,112,"10YR","6","3","10YR","4","3"
"VULCAN","02",3,10,NA,NA,NA,NA,NA,NA
